id,judul,genre,sinopsis
942,Nishi no Yoki Majo: Astraea Testament,"Comedy, Drama, Fantasy, Mystery, Romance","Pada ulang tahun Filiel yang ke 15, dia menerima kalung ibunya sebagai kenang-kenangan dari ayahnya yang seorang astronom keras kepala. Kehidupannya yang biasa dan membosankan berubah menjadi kehidupan konspirasi. Dengan kehidupan barunya, banyak petualangan menanti.

(Sumber: JST)"
943,Yume Tsukai,"Drama, Fantasy, Slice of Life","Ketika orang bermimpi, mereka mengungkapkan keinginan dan emosi terbesar mereka dalam batas pikiran mereka; namun ketika emosi mereka yang kuat melintasi batas menjadi kenyataan, mimpi itu bisa berubah menjadi mimpi buruk yang tak terkendali. 

Touko dan Rinko adalah saudara perempuan yang dikenal sebagai ""yume tsukai"" (pengguna mimpi), dan tugas mereka adalah mengatasi mimpi buruk tersebut. Dengan menggunakan mainan sebagai senjata, gadis-gadis itu harus menghancurkan mimpi buruk itu dan mengembalikan mimpi itu kepada pemilik sahnya sebelum mimpi buruk itu menimbulkan kerusakan serius. 

Jangan takut, Touko dan Rinko ada di sini!

(Sumber: Anime-Planet)"
944,The Third: Aoi Hitomi no Shoujo,"Action, Adventure, Sci-Fi","Di masa depan yang jauh, karena perang antarplanet yang berlangsung selama berabad-abad, peradaban pun hancur. Umat ​​​​manusia telah kehilangan segalanya, dan hanya 1/5 populasi yang selamat. Jenis manusia yang aneh, ''Yang Ketiga'' konon muncul setelah perang. Mereka memiliki mata ketiga, seperti namanya, yang tampak seperti pupil merah berbentuk oval yang disebut ""mata luar angkasa"" di atas dua mata konvensional mereka. Dengan menggunakannya, mereka dapat mengendalikan sistem komputer dan sebagainya, dan dengan demikian, menguasai dunia dengan kekuatan superior mereka atas teknologi.

Di dunia ini, ada seorang wanita muda bernama Honoka; dia adalah seorang penjual ""jack-of-all-trade"", dan dia menerima pekerjaan apa pun kecuali pembunuhan. Suatu hari, dia menemukan dan menyelamatkan seorang pemuda bernama Ikus di padang pasir. Memasuki dunianya, dan menerima pekerjaan darinya, petualangan Honoka dan Ikus dimulai.

(Sumber: BestAnime, dimodifikasi)"
949,Top wo Nerae! Gunbuster,"Action, Award Winning, Comedy, Drama, Sci-Fi","Dalam waktu dekat, umat manusia telah mengambil langkah pertamanya menuju perjalanan jauh ke galaksi. Setelah melakukan hal itu, mereka menemukan ras besar alien insektoid yang dikenal sebagai ""Monster Luar Angkasa"". Alien-alien ini tampaknya berdedikasi untuk memusnahkan umat manusia saat mereka semakin dekat untuk menemukan Bumi. Sebagai tanggapannya, umat manusia mengembangkan robot tempur raksasa yang dikemudikan oleh pemuda pilihan dari seluruh dunia.

Tak lama setelah penemuan alien, Noriko Takaya, putri seorang kapten luar angkasa terkenal yang telah meninggal, memasuki sekolah pelatihan meskipun bakatnya sebagai pilot dipertanyakan. Di sana, dia bertemu kebalikannya, Kazumi Amano yang cantik dan berbakat, dan secara tak terduga dibuat untuk bekerja sama dengannya saat mereka berusaha mengatasi trauma perang serta emosi mereka sendiri."
950,Street Fighter Alpha: Generations,Adventure,"Ketika Ryu kembali untuk memberi penghormatan kepada mendiang mentornya, Gouken, dia tersiksa oleh kenangan yang mengganggu tentang pembunuh tuannya. Dalam upaya untuk menjadi master seni bela diri sejati, Ryu bertekad untuk mengasah keterampilan bertarung jalanannya dan melepaskan dirinya dari warisan Dark Hadou yang menghantui. Namun ujian terakhir kekuatan barunya hanya dapat dicapai melalui satu konfrontasi terakhir dengan musuh bebuyutannya, Gouki (Akuma). 

(Sumber: AniDB)"
951,Chibi Maruko-chan,"Comedy, Slice of Life","Momoko Sakura adalah seorang siswa sekolah dasar yang menyukai idola populer Momoe Yamaguchi dan manga. Dia sering dipanggil ""Chibi Maruko-chan"" karena usianya yang masih muda dan ukuran tubuhnya yang kecil. Dia tinggal bersama orang tuanya, kakek neneknya dan kakak perempuannya di sebuah kota kecil. Di sekolah, dia mempunyai banyak teman yang belajar dan bermain bersama setiap hari, termasuk teman dekatnya, Tama-chan; anggota komite siswa, Maruo-kun dan Migiwa-san; dan trio kelas B: 'tuan kecil' Hanawa-kun, Hamaji-Bu Taro dan Sekiguchi-kun. Ini adalah anime yang menyenangkan dan menyenangkan yang menggambarkan hal-hal sederhana dalam hidup. 

(Sumber: JST)"
952,Magical Nyan Nyan Taruto,Comedy,"Taruto adalah seekor kucing kecil yang baru saja pindah ke kota baru bersama keluarga majikannya. Taruto menghabiskan hari-harinya dengan berteman dan menjelajahi kota asal barunya. Dia juga punya kemampuan untuk membuat dirinya mendapat masalah. Dan ternyata Taruto mungkin saja adalah seorang putri ajaib legendaris. Hampir tidak ada teman Taruto yang percaya bahwa dia bisa menggunakan sihir atau bahwa dia adalah seorang putri, tapi Taruto bertekad untuk membuktikannya kepada mereka. Namun sihir Taruto sangat tidak dapat diprediksi, Anda tidak pernah tahu apa yang akan terjadi jika dia menggunakannya. 

(Sumber: JST)"
953,Juu Ou Sei,"Action, Adventure, Drama, Mystery, Sci-Fi","Setelah pembunuhan orang tua mereka, saudara kembar Thor dan Rai Klein yang berusia 11 tahun diusir dari planet asal mereka. Mereka menemukan diri mereka terbangun di planet Chimaera yang berbentuk terraform, tempat tanaman karnivora mendominasi dan beberapa manusia yang tinggal di sana terbagi menjadi empat kelompok yang dikenal sebagai ""Cincin"". Segera setelah itu, mereka bertemu dengan seorang pemuda bernama Zagi, dan si kembar mengetahui bahwa hanya ""Jyu Oh Sei""—orang yang menaklukkan keempat Cincin ini—yang diizinkan meninggalkan planet ini. 

Didorong oleh keinginan untuk kembali ke rumah dan menemukan kebenaran di balik kematian orang tuanya, Thor memutuskan untuk bertahan hidup di lingkungan Chimaera yang keras dan tanpa ampun. Namun, dia segera mengetahui bahwa ada lebih dari yang terlihat dalam ekosistem aneh ini. Saat Thor terlibat dalam politik yang melibatkan Cincin, dia mengungkap lebih banyak tentang pembunuhan orang tuanya, dan pada akhirnya, nasib umat manusia secara keseluruhan."
956,Daikuu Maryuu Gaiking,"Action, Adventure, Sci-Fi","Bumi masih dalam bahaya: alien dari planet Zeraz rela menyerbu planet kita karena planet mereka ditelan Lubang Hitam. Dipimpin oleh Darius Agung dan keempat jenderalnya, mereka mulai menyebarkan kematian dan kehancuran. Ketika seorang pejuang ESP dibunuh oleh alien, profesor Hi-Tech memahami bahayanya dan membangun Naga Luar Angkasa (Daiku Maryuu) besar yang dikemudikan oleh Pete, dan robot gint Gaiking yang pilotnya adalah Sanshiro Shiwobuki, seorang mantan pemain bisbol. Daiku Maryuu adalah pesawat luar angkasa berbentuk naga besar dan kepalanya adalah batang tubuh Gaiking. Saat Gaiking mulai beraksi, Daiku Maryuu meluncurkan komponen Gaiking lainnya dan kemudian menyatukan kembali leher dengan ekornya, menjadi tidak bisa dipatahkan.

Kisah ini menceritakan pertempuran antara awak kapal induk semi-transformasi Daikuu Maryuu dan Super Mecha Gaiking melawan ras alien yang menyerang dari planet Zela, yang planet asalnya menghadapi kehancuran oleh lubang hitam. Robot Gaiking dikemudikan oleh seorang bintang bisbol bernama Sanshiro Tsuwabuki (nama Sanshiro diubah menjadi Aries Astonopolis untuk versi bahasa Inggris dari pertunjukan tersebut dengan pembawa yang disebut ""Naga Luar Angkasa Besar"", terjemahan literal dari ""Daikuu Maryuu"". Gaiking terkenal sebagai salah satu dari sedikit seri robot super yang berlangsung di tempat nyata di luar Jepang, dan menjadi seri Robot Super pertama yang memiliki pembawa seluler untuk robot kepala.

(Sumber: JST)"
957,Saiunkoku Monogatari,"Adventure, Fantasy, Romance","Shuurei Kou, putri dari keluarga bangsawan namun miskin, adalah seorang wanita muda cerdas yang bercita-cita menjadi pejabat pemerintah dan berkontribusi terhadap negaranya. Namun, mimpinya berada di luar jangkauannya karena posisi seperti itu dilarang bagi perempuan. Sementara ayahnya bekerja dengan upah rendah sebagai arsiparis di istana, Shuurei harus melakukan pekerjaan sambilan untuk memenuhi kebutuhan hidupnya. Lalu, suatu hari, kunjungan tak terduga mengubah hidupnya. 

Shuurei dipanggil untuk membantu Ryuuki Shi, kaisar baru yang dikenal malas dalam menjalankan tugasnya dan lebih memilih ditemani laki-laki. Tergoda oleh kompensasi yang besar, dia dengan mudah menerima kesempatan untuk menjadi permaisuri kaisar muda selama enam bulan. Untungnya, dia tidak sendirian karena Seiran Shi, teman kepercayaannya, bergabung dengannya sebagai pengawal Ryuuki. Meskipun ditugaskan untuk mengubah kaisar baru menjadi penguasa yang bertanggung jawab, kehidupan istana dan politik terbukti menyusahkan saat Shuurei menghadapi tantangan dalam kehidupan barunya.

Bertempat di sebuah negara fiksi, Saiunkoku Monogatari berpusat pada gagasan kepemimpinan yang bermakna, kesulitan-kesulitannya, dan imbalan yang didapat dari sebuah negara yang makmur."
958,Heat Guy J,"Action, Adventure, Sci-Fi","Di kota Judoh, Claire Leonelli mewarisi kepemimpinan kelompok Mafia ""Vampir"" setelah kematian ayahnya. Untuk mengendalikan aktivitas Claire dan aktivitas kriminal lainnya, Biro Keamanan Perkotaan kota memiliki operasi Divisi Layanan Khusus Daisuke Aurora dan super android dengan nama sandi ""J"" (yang identitasnya tampaknya dirahasiakan, karena android dilarang di kota). Dengan adanya keduanya, kejahatan kini memiliki sedikit ruang untuk bernafas di Judoh.

(Sumber: JST)"
959,Shin Chou Kyou Ryo: Condor Hero,"Adventure, Drama, Romance","Youka adalah seorang anak laki-laki berusia 13 tahun. Suatu hari, Pamannya, Kakusei, menyuruhnya mengikuti jejak seni bela diri dan menyuruhnya mempelajari seni Zenshinkyou. Setelah dianiaya, Youka melarikan diri dari Zenshinkyou. Dia menemukan Makam Terlarang di mana dia menemukan seorang wanita muda cantik, bernama Shouryuujo. Setelah waktu yang singkat, Youka akhirnya diterima oleh Shouryuujo untuk mempelajari teknik Koboha di bawah bimbingannya, dan dengan demikian memulai petualangan mereka melalui seni bela diri dan cinta.

(Sumber: JST)"
960,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Romance",Kelanjutan dari Legenda Pahlawan Condor.
961,Virtua Fighter,"Action, Adventure, Comedy","Akira Yuki telah menghabiskan waktu bertahun-tahun mengasah keterampilan Bajiquannya di bawah bimbingan kakeknya. Dia rindu melihat konstelasi delapan bintang di surga, yang hanya terungkap kepada mereka yang memiliki kekuatan nyata. Hasrat membara ini mendorongnya untuk melakukan perjalanan, untuk belajar lebih banyak tentang cara melihat bintang.

Sementara itu, ilmuwan robotika jahat, Eva Durix, ingin menciptakan prajurit yang sempurna. Kelompok Eva, Judgment 6, melacak dan menculik Sarah Bryant, seorang mahasiswa dan kenalan dekat Akira yang sedang menyelidiki kecelakaan misterius yang melibatkan kakaknya. Akira sekarang harus berjuang menuju Sarah untuk menyelamatkannya dari cengkeraman Penghakiman 6, jalan berbahaya yang pasti akan dipenuhi tantangan yang tak terhitung jumlahnya."
962,Aria the Natural,"Fantasy, Sci-Fi, Slice of Life","Akari Mizunashi melanjutkan pelatihannya menjadi Prima Undine (pemandu wisata profesional pendayung gondola) bersama teman-temannya Aika dan Alice di kota Neo Venezia yang damai. Terlepas dari kenyataan bahwa ketiga gadis ini berasal dari perusahaan yang bersaing, mereka terus bersama, belajar lebih banyak tentang bagaimana menjadi pemandu wisata yang lebih baik dan lebih banyak lagi tentang misteri Neo Venezia.

Saat grup ini terus bertemu orang-orang menarik dan tak terlupakan melalui rutinitas sehari-hari, mereka juga akan semakin dekat dengan rahasia yang membuat kota Neo Venezia yang penuh teka-teki dan indah begitu hangat dan hidup.

Selamat datang kembali di Neo Venezia: kota dimana keajaiban dapat diciptakan dengan tangan."
963,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""","Drama, Romance","Entah dari mana, adik Motokos (Tsuroko) muncul dan siap melewati dojo. Namun, Motoko masih belum sekuat kakaknya dan ketika kakak perempuannya mengetahui hal ini, dia memberikan ultimatum kepada Motoko- Motoko harus mengalahkan adiknya atau menikahi Keitaro!

(Sumber: Animelover27)"
964,Hit wo Nerae!,"Comedy, Ecchi","Mitsuki Ikuta bekerja untuk Houchiku Corporation, membuat film. Bagi semua orang yang mengenalnya, dia dianggap sebagai wanita yang sangat kekanak-kanakan, masih mengenakan busana yang kekanak-kanakan. Sebagai penggemar genre film detektif, dia tiba-tiba mendapati dirinya terpilih menjadi produser utama sebuah film baru—tetapi itu adalah ""film pahlawan"" (genre yang umumnya dianggap kekanak-kanakan). Bertekad untuk sukses, bagaimanapun juga, dia menerima pekerjaan itu.

(Sumber: JST)"
965,Yoshinaga-sanchi no Gargoyle,"Comedy, Fantasy, Slice of Life","Ketika Yoshinaga Futaba memenangkan hadiah pertama dalam lotere, hadiahnya ternyata adalah sebuah batu gargoyle. Yang lebih mengejutkan lagi, gargoyle itu ternyata masih hidup.

(Sumber: JST)"
966,Crayon Shin-chan,"Comedy, Ecchi","Tidak ada hari yang lancar dalam kehidupan anak TK Shinnosuke ""Shin-chan"" Nohara. Anak berusia lima tahun adalah anak yang paling menyusahkan, sesat, dan tidak tahu malu yang bisa dibayangkan. Shin-chan hampir selalu terlibat dalam aktivitas yang meragukan seperti melupakan temannya saat petak umpet, gulat sumo demi cinta, melakukan berbagai lelucon termasuk ""gajah"" yang terkenal kejam di depan umum, dan menggoda mahasiswi. Pembuat onar yang patut dicontoh telah melakukan semuanya dan tidak memiliki rencana untuk berhenti dalam waktu dekat.

Crayon Shin-chan mengikuti kelakuan buruk sehari-hari Shin-chan bersama teman-temannya, berparade sebagai ""Pasukan Pertahanan Kasukabe"". Orang-orang dewasa yang menyaksikan kejahatan ini tidak bisa tidak mengagumi Shin-chan, karena dia membuat mereka tetap terhibur sambil secara tidak sengaja menyelesaikan masalah sehari-hari mereka melalui kejenakaannya yang tidak ada artinya—meninggalkan dirinya sebagai satu-satunya masalah yang mereka tidak tahu harus berbuat apa."
967,Hokuto no Ken,"Action, Drama, Sci-Fi","Pada tahun 19XX, setelah dikhianati dan dibiarkan mati, pejuang pemberani Kenshirou mengembara di gurun pasca-apokaliptik dalam upaya melacak saingannya, Shin, yang telah menculik tunangan tercintanya, Yuria. Selama perjalanannya, Kenshirou memanfaatkan bentuk pertarungannya yang mematikan, Hokuto Shinken, untuk membela mereka yang tak berdaya dari para perusak yang haus darah. Tidak lama kemudian eksploitasinya mulai menarik perhatian musuh yang lebih besar, seperti panglima perang dan seniman bela diri saingannya, dan Kenshirou mendapati dirinya terlibat dengan lebih dari yang awalnya ia harapkan.

Dihadapkan pada rintangan yang semakin besar, penerus Hokuto Shinken terpaksa menguji keterampilannya dalam upaya untuk mengambil kembali apa yang paling ia sayangi. Dan ketika tantangan baru ini muncul dan pertempuran melawan ketidakadilan semakin intensif, yaitu konfliknya dengan Shin dan sekolah seni bela diri Nanto Seiken lainnya, Kenshirou secara bertahap berubah menjadi penyelamat dunia yang terkena radiasi dan penuh kekerasan."
968,Kakutou Bijin Wulong: Rebirth,"Action, Comedy","Mao Lan terus berkembang dalam jalur hidupnya melalui apa yang dia pelajari saat bertarung. Kakeknya berpikir bahwa dia sudah berpuas diri dan memutuskan untuk melatih musuh untuk penampilan Prime Mat berikutnya. Berlatih dengan teman-temannya, Mao Lan, perlahan berkembang dalam kehidupan.

(Sumber: AniDB)"
969,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Romance","Perjalanan Syaoran, Sakura, Kurogane, Fai dan Mokona ke dunia berbeda berlanjut saat mereka mencari bulu Sakura. Perjalanan yang ditakdirkan perlahan menjadi lebih rumit bagi para pelancong, karena mereka mendapati diri mereka menyelam lebih dalam ke dunia yang lebih berbahaya. Terjadi segera setelah musim pertama. Berdasarkan manga karya CLAMP."
970,Yokoyama Mitsuteru Sangokushi,"Action, Adventure","Sekitar 1800 tahun yang lalu di Tiongkok, kekuasaan dinasti Han melemah dan api perang menyebar ke seluruh negeri. 

Liu Bei adalah seorang pemuda miskin penjual tikar jerami dari pedesaan Hebai Hsing. Setelah mengikrarkan persaudaraan abadi dengan dua pahlawan, Guan Yu dan Zhang Fei, Liu mulai membangun gagasannya tentang kerajaan yang adil yang akan membantu warga yang menderita akibat penganiayaan. 

(Sumber: AniDB)"
971,Astro Boy: Tetsuwan Atom,"Action, Adventure, Sci-Fi","Di Kementerian Ilmu Pengetahuan, Profesor Ochanomizu bersama rekan kerjanya berusaha keras untuk mengaktifkan kembali Atom—robot pertama yang memiliki hati manusia. Atom adalah mahakarya Profesor Umatarou Tenma yang penuh teka-teki, yang membuat android untuk menggantikan mendiang putranya, Tobio. Namun, saat Tenma menutup gagasannya dan menghilang, Ochanomizu menolak membiarkan terobosan besar dalam sains menjadi sia-sia.

Meski berpenampilan seperti anak berusia sembilan tahun, Atom tidak hanya memiliki kekuatan dan kecerdasan yang luar biasa, namun ia juga diberkahi dengan hati nurani dan kasih sayang yang luar biasa yang menyaingi manusia. Sayangnya, anak mekanik itu segera menghadapi penolakan dan mengetahui bahwa tidak semua orang ramah seperti Ochanomizu. Meskipun robot telah berintegrasi ke dalam masyarakat, mereka hanya diterima sebagai alat dan bahkan dipandang sebagai ancaman yang akan datang terhadap kekuasaan umat manusia.

Memimpikan dunia di mana manusia dan robot bisa sejahtera bersama, Atom mendedikasikan keberadaannya untuk melindungi kehidupan keduanya dan menginspirasi mereka untuk membentuk ikatan yang tulus."
